ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
228890,Rajasthan,Jodhpur,Locality_472,Apartment,3.0,1747.0,296.18,0.17,1998.0,Furnished,17.0,25.0,27.0,8.0,5.0,High,Yes,Yes,Garden,South,Broker,Ready_to_Move
49780,Madhya Pradesh,Indore,Locality_69,Apartment,2.0,2853.0,161.47,0.06,1991.0,Furnished,21.0,1.0,34.0,6.0,5.0,Medium,No,Yes,"Pool, Garden, Playground",South,Builder,Under_Construction
47245,West Bengal,Durgapur,Locality_304,Independent House,2.0,1111.0,373.57,0.34,1993.0,Unfurnished,0.0,4.0,32.0,8.0,6.0,Medium,No,No,"Gym, Playground, Pool, Clubhouse, Garden",South,Owner,Under_Construction
153612,Odisha,Cuttack,Locality_165,Villa,4.0,1048.0,486.82,0.46,2004.0,Unfurnished,8.0,2.0,21.0,6.0,6.0,Low,No,No,"Pool, Gym",West,Owner,Ready_to_Move
205485,Kerala,Kochi,Locality_247,Independent House,3.0,1994.0,385.22,0.19,2022.0,Semi-furnished,9.0,17.0,3.0,3.0,10.0,Medium,No,Yes,"Clubhouse, Garden, Gym, Pool",North,Broker,Ready_to_Move
158078,Uttar Pradesh,Noida,Locality_173,Apartment,4.0,3520.0,168.2,0.05,2012.0,Semi-furnished,30.0,9.0,13.0,4.0,6.0,Low,No,Yes,Pool,South,Broker,Ready_to_Move
211907,Maharashtra,Mumbai,Locality_494,Apartment,1.0,4218.0,161.84,0.04,2010.0,Furnished,12.0,13.0,15.0,10.0,8.0,Medium,No,No,"Clubhouse, Playground, Pool",West,Builder,Ready_to_Move
25877,Gujarat,Surat,Locality_451,Villa,1.0,817.0,439.85,0.54,2003.0,Furnished,24.0,22.0,22.0,5.0,9.0,High,Yes,No,"Pool, Playground, Garden, Clubhouse, Gym",North,Broker,Under_Construction
149440,Rajasthan,Jaipur,Locality_175,Independent House,3.0,2313.0,256.0,0.11,2016.0,Semi-furnished,26.0,27.0,9.0,9.0,10.0,Medium,No,Yes,"Pool, Clubhouse",North,Builder,Under_Construction
194669,Madhya Pradesh,Indore,Locality_460,Apartment,2.0,1060.0,480.13,0.45,2022.0,Unfurnished,1.0,4.0,3.0,1.0,1.0,High,No,Yes,"Clubhouse, Garden",North,Broker,Ready_to_Move
174956,Gujarat,Ahmedabad,Locality_175,Independent House,5.0,4426.0,435.68,0.1,2022.0,Semi-furnished,14.0,30.0,3.0,7.0,4.0,Medium,No,No,"Playground, Pool, Clubhouse",North,Broker,Under_Construction
188126,Uttarakhand,Dehradun,Locality_212,Apartment,5.0,3375.0,181.3,0.05,2011.0,Unfurnished,18.0,12.0,14.0,5.0,6.0,High,Yes,No,"Gym, Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
117152,Bihar,Gaya,Locality_143,Independent House,2.0,1684.0,191.86,0.11,1998.0,Semi-furnished,24.0,6.0,27.0,2.0,9.0,Medium,No,No,"Garden, Pool, Playground, Clubhouse, Gym",West,Builder,Under_Construction
151111,Rajasthan,Jodhpur,Locality_250,Independent House,2.0,871.0,29.03,0.03,2011.0,Semi-furnished,12.0,17.0,14.0,1.0,5.0,Low,Yes,No,Garden,South,Broker,Ready_to_Move
214266,Jharkhand,Jamshedpur,Locality_131,Independent House,5.0,3970.0,109.2,0.03,2020.0,Furnished,4.0,20.0,5.0,10.0,7.0,Low,Yes,Yes,"Garden, Clubhouse, Gym, Playground, Pool",East,Owner,Ready_to_Move
79467,Gujarat,Ahmedabad,Locality_440,Apartment,3.0,4505.0,271.78,0.06,2001.0,Semi-furnished,7.0,16.0,24.0,5.0,2.0,Medium,Yes,No,"Gym, Clubhouse, Pool",West,Owner,Ready_to_Move
26149,Uttarakhand,Dehradun,Locality_413,Villa,2.0,589.0,409.54,0.7,2011.0,Furnished,5.0,27.0,14.0,6.0,8.0,Low,Yes,Yes,"Clubhouse, Garden",North,Builder,Under_Construction
224460,Gujarat,Surat,Locality_190,Independent House,5.0,819.0,248.57,0.3,2012.0,Furnished,18.0,30.0,13.0,5.0,6.0,Low,Yes,Yes,"Garden, Playground, Gym",South,Builder,Ready_to_Move
198090,Haryana,Gurgaon,Locality_418,Apartment,5.0,2784.0,90.21,0.03,1991.0,Unfurnished,19.0,15.0,34.0,10.0,6.0,Low,No,Yes,"Garden, Clubhouse",East,Owner,Under_Construction
100743,Uttarakhand,Haridwar,Locality_282,Apartment,4.0,2470.0,96.77,0.04,2012.0,Semi-furnished,15.0,2.0,13.0,5.0,1.0,Medium,No,Yes,"Pool, Garden, Clubhouse",North,Owner,Under_Construction
241037,Punjab,Ludhiana,Locality_442,Apartment,3.0,4704.0,254.82,0.05,2005.0,Unfurnished,3.0,28.0,20.0,4.0,2.0,High,No,No,Gym,East,Broker,Ready_to_Move
238905,Assam,Guwahati,Locality_452,Independent House,1.0,1289.0,224.47,0.17,1993.0,Semi-furnished,14.0,29.0,32.0,2.0,8.0,High,Yes,No,"Playground, Gym, Pool, Clubhouse",North,Broker,Ready_to_Move
55970,Tamil Nadu,Chennai,Locality_329,Apartment,5.0,4925.0,43.23,0.01,1997.0,Unfurnished,27.0,30.0,28.0,9.0,4.0,Low,Yes,No,Garden,North,Owner,Ready_to_Move
189468,Uttarakhand,Haridwar,Locality_119,Independent House,3.0,2622.0,175.12,0.07,1998.0,Unfurnished,3.0,11.0,27.0,1.0,4.0,Medium,No,Yes,"Garden, Clubhouse, Playground, Gym",West,Broker,Under_Construction
99558,Rajasthan,Jaipur,Locality_489,Villa,4.0,4940.0,443.22,0.09,1999.0,Furnished,5.0,24.0,26.0,9.0,4.0,Medium,No,Yes,"Playground, Gym",North,Broker,Under_Construction
241389,Karnataka,Mysore,Locality_283,Apartment,5.0,2695.0,158.24,0.06,2014.0,Unfurnished,29.0,3.0,11.0,8.0,3.0,High,No,Yes,"Garden, Pool, Gym, Clubhouse",West,Owner,Ready_to_Move
57516,Delhi,New Delhi,Locality_293,Apartment,3.0,1091.0,59.34,0.05,2009.0,Semi-furnished,1.0,25.0,16.0,8.0,3.0,Medium,No,Yes,Playground,North,Broker,Under_Construction
164865,Telangana,Hyderabad,Locality_385,Apartment,5.0,770.0,226.8,0.29,2011.0,Furnished,29.0,29.0,14.0,8.0,6.0,Low,No,Yes,"Pool, Clubhouse, Playground, Garden, Gym",West,Builder,Under_Construction
203004,Delhi,New Delhi,Locality_451,Apartment,3.0,4920.0,24.23,0.0,2016.0,Unfurnished,16.0,16.0,9.0,2.0,8.0,Low,No,Yes,"Pool, Playground, Gym",South,Owner,Under_Construction
81635,Tamil Nadu,Coimbatore,Locality_66,Villa,3.0,1907.0,251.46,0.13,1991.0,Semi-furnished,14.0,17.0,34.0,8.0,7.0,Medium,No,No,"Playground, Gym, Garden",West,Broker,Ready_to_Move
141557,Delhi,New Delhi,Locality_261,Apartment,3.0,1532.0,396.28,0.26,2006.0,Unfurnished,5.0,4.0,19.0,8.0,4.0,High,Yes,No,Pool,South,Owner,Under_Construction
9507,Bihar,Patna,Locality_475,Villa,2.0,4373.0,208.67,0.05,2005.0,Unfurnished,2.0,16.0,20.0,8.0,2.0,High,No,Yes,"Gym, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
215593,Telangana,Warangal,Locality_7,Villa,1.0,4307.0,103.27,0.02,2014.0,Furnished,15.0,2.0,11.0,5.0,6.0,High,No,Yes,Garden,West,Broker,Ready_to_Move
198887,Madhya Pradesh,Indore,Locality_463,Apartment,4.0,3734.0,35.1,0.01,2006.0,Furnished,3.0,5.0,19.0,1.0,3.0,Medium,Yes,No,Pool,East,Owner,Ready_to_Move
33662,Chhattisgarh,Raipur,Locality_379,Independent House,1.0,2918.0,34.22,0.01,1999.0,Furnished,21.0,16.0,26.0,3.0,6.0,High,Yes,No,Gym,South,Builder,Ready_to_Move
41844,Rajasthan,Jaipur,Locality_396,Apartment,4.0,2426.0,365.98,0.15,2014.0,Semi-furnished,11.0,4.0,11.0,3.0,10.0,Medium,No,No,Garden,West,Broker,Under_Construction
31702,Assam,Silchar,Locality_140,Apartment,5.0,533.0,219.2,0.41,2016.0,Semi-furnished,0.0,22.0,9.0,1.0,9.0,High,No,No,Playground,South,Owner,Under_Construction
114609,Rajasthan,Jodhpur,Locality_47,Apartment,1.0,3471.0,174.84,0.05,1998.0,Furnished,14.0,7.0,27.0,5.0,3.0,Low,Yes,Yes,"Clubhouse, Playground",North,Broker,Ready_to_Move
59852,Karnataka,Mangalore,Locality_137,Independent House,2.0,2059.0,206.29,0.1,2006.0,Unfurnished,28.0,23.0,19.0,4.0,3.0,Medium,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",North,Broker,Ready_to_Move
233806,Odisha,Bhubaneswar,Locality_212,Villa,2.0,4372.0,104.27,0.02,1991.0,Semi-furnished,10.0,17.0,34.0,6.0,7.0,High,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",North,Owner,Ready_to_Move
105703,Maharashtra,Pune,Locality_116,Villa,1.0,3374.0,334.16,0.1,2006.0,Furnished,21.0,19.0,19.0,3.0,10.0,Low,Yes,No,"Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
10614,Odisha,Bhubaneswar,Locality_304,Apartment,3.0,1312.0,493.72,0.38,2004.0,Unfurnished,23.0,11.0,21.0,2.0,7.0,High,No,No,Gym,North,Builder,Under_Construction
192508,Punjab,Amritsar,Locality_215,Apartment,3.0,4181.0,39.14,0.01,1998.0,Furnished,20.0,5.0,27.0,6.0,7.0,Medium,No,Yes,"Clubhouse, Playground, Gym, Garden, Pool",South,Builder,Under_Construction
194958,Assam,Guwahati,Locality_23,Villa,3.0,2230.0,59.75,0.03,2014.0,Unfurnished,16.0,9.0,11.0,5.0,3.0,Low,Yes,No,"Gym, Playground, Clubhouse, Garden",South,Builder,Ready_to_Move
111584,Gujarat,Surat,Locality_42,Villa,3.0,3654.0,162.46,0.04,2017.0,Unfurnished,12.0,12.0,8.0,7.0,1.0,High,Yes,Yes,"Garden, Pool",West,Builder,Under_Construction
93765,Delhi,Dwarka,Locality_49,Villa,1.0,3971.0,424.46,0.11,1996.0,Unfurnished,2.0,23.0,29.0,5.0,7.0,High,Yes,No,"Gym, Garden, Clubhouse, Pool, Playground",West,Builder,Ready_to_Move
28076,Karnataka,Mysore,Locality_27,Apartment,4.0,3609.0,331.83,0.09,2015.0,Semi-furnished,9.0,8.0,10.0,10.0,1.0,High,No,Yes,Clubhouse,South,Builder,Under_Construction
237616,Punjab,Amritsar,Locality_212,Apartment,1.0,1696.0,105.9,0.06,2005.0,Furnished,22.0,30.0,20.0,2.0,8.0,Low,No,No,"Clubhouse, Playground",East,Builder,Under_Construction
31839,Gujarat,Ahmedabad,Locality_375,Independent House,5.0,3034.0,77.68,0.03,2005.0,Furnished,6.0,29.0,20.0,7.0,3.0,High,No,Yes,Clubhouse,West,Broker,Ready_to_Move
95105,Kerala,Kochi,Locality_337,Independent House,3.0,831.0,404.04,0.49,1998.0,Unfurnished,27.0,8.0,27.0,2.0,1.0,High,No,No,"Clubhouse, Pool, Gym, Playground",North,Broker,Under_Construction
216726,Maharashtra,Pune,Locality_378,Apartment,5.0,4396.0,54.04,0.01,2015.0,Semi-furnished,30.0,29.0,10.0,2.0,10.0,High,No,No,"Pool, Playground",East,Owner,Ready_to_Move
74491,Gujarat,Surat,Locality_493,Independent House,4.0,1710.0,76.15,0.04,2000.0,Semi-furnished,16.0,8.0,25.0,9.0,6.0,High,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",South,Owner,Ready_to_Move
2000,Karnataka,Mysore,Locality_456,Apartment,3.0,1601.0,186.08,0.12,2014.0,Furnished,27.0,25.0,11.0,8.0,7.0,Low,No,Yes,"Gym, Clubhouse, Garden, Pool, Playground",South,Broker,Under_Construction
130353,Haryana,Faridabad,Locality_427,Independent House,2.0,1507.0,314.57,0.21,2012.0,Furnished,29.0,19.0,13.0,9.0,1.0,Low,Yes,No,"Pool, Garden",East,Builder,Ready_to_Move
77934,Haryana,Faridabad,Locality_430,Apartment,1.0,1017.0,219.23,0.22,2023.0,Semi-furnished,17.0,2.0,2.0,1.0,9.0,Low,Yes,Yes,Garden,North,Owner,Under_Construction
99908,Tamil Nadu,Coimbatore,Locality_242,Independent House,5.0,2449.0,72.29,0.03,2012.0,Semi-furnished,24.0,13.0,13.0,6.0,1.0,Low,No,No,"Pool, Gym, Playground, Garden",North,Broker,Under_Construction
161591,Delhi,Dwarka,Locality_177,Villa,1.0,678.0,210.0,0.31,1999.0,Furnished,4.0,26.0,26.0,7.0,5.0,High,No,No,Garden,East,Builder,Ready_to_Move
35438,Rajasthan,Jodhpur,Locality_81,Villa,3.0,1986.0,10.65,0.01,2021.0,Furnished,30.0,1.0,4.0,4.0,6.0,Medium,No,Yes,"Pool, Clubhouse, Gym",North,Owner,Ready_to_Move
116096,Madhya Pradesh,Bhopal,Locality_408,Independent House,4.0,2726.0,407.09,0.15,2016.0,Semi-furnished,26.0,5.0,9.0,5.0,8.0,Medium,No,No,"Gym, Pool, Clubhouse, Playground, Garden",West,Builder,Under_Construction
127716,Gujarat,Surat,Locality_107,Villa,5.0,4280.0,428.08,0.1,2008.0,Furnished,17.0,11.0,17.0,4.0,9.0,Medium,Yes,Yes,"Clubhouse, Gym, Playground, Pool",East,Broker,Ready_to_Move
226434,Gujarat,Surat,Locality_498,Villa,2.0,1888.0,59.04,0.03,1990.0,Furnished,1.0,1.0,35.0,6.0,6.0,Low,No,Yes,"Gym, Garden, Playground, Pool",West,Broker,Under_Construction
7624,Andhra Pradesh,Vijayawada,Locality_83,Villa,4.0,1552.0,148.01,0.1,2005.0,Unfurnished,16.0,11.0,20.0,5.0,9.0,Low,No,Yes,"Playground, Clubhouse, Garden",South,Owner,Under_Construction
7675,Gujarat,Ahmedabad,Locality_279,Independent House,3.0,2888.0,228.16,0.08,2020.0,Semi-furnished,12.0,23.0,5.0,2.0,10.0,Medium,Yes,Yes,"Playground, Pool",East,Owner,Ready_to_Move
136650,Punjab,Amritsar,Locality_201,Apartment,1.0,4711.0,147.94,0.03,2000.0,Unfurnished,15.0,19.0,25.0,6.0,7.0,Low,Yes,No,"Pool, Garden, Playground, Clubhouse, Gym",West,Broker,Ready_to_Move
84766,Maharashtra,Nagpur,Locality_153,Villa,4.0,4351.0,112.9,0.03,2010.0,Furnished,24.0,6.0,15.0,3.0,1.0,Medium,No,No,Gym,West,Broker,Under_Construction
131118,Odisha,Cuttack,Locality_168,Apartment,1.0,3549.0,315.62,0.09,2016.0,Furnished,9.0,17.0,9.0,7.0,5.0,High,Yes,No,"Pool, Clubhouse, Garden",East,Owner,Under_Construction
79516,Odisha,Cuttack,Locality_385,Villa,2.0,3850.0,23.05,0.01,2010.0,Semi-furnished,23.0,26.0,15.0,1.0,1.0,High,Yes,No,"Pool, Clubhouse, Garden, Gym, Playground",North,Broker,Ready_to_Move
61820,Delhi,Dwarka,Locality_407,Apartment,3.0,2289.0,345.0,0.15,1999.0,Furnished,9.0,25.0,26.0,9.0,10.0,Low,Yes,No,"Playground, Clubhouse, Gym",South,Broker,Under_Construction
123881,Madhya Pradesh,Bhopal,Locality_493,Apartment,2.0,3406.0,442.34,0.13,2022.0,Furnished,0.0,16.0,3.0,8.0,10.0,High,Yes,No,"Playground, Clubhouse, Garden, Pool",South,Builder,Ready_to_Move
20872,Delhi,Dwarka,Locality_370,Villa,2.0,4822.0,488.92,0.1,2004.0,Unfurnished,15.0,25.0,21.0,2.0,8.0,Low,Yes,Yes,"Gym, Pool, Garden",East,Owner,Under_Construction
189490,Uttar Pradesh,Noida,Locality_289,Apartment,2.0,4101.0,483.62,0.12,2001.0,Unfurnished,0.0,12.0,24.0,3.0,4.0,High,No,No,"Pool, Playground",South,Broker,Under_Construction
36210,Rajasthan,Jaipur,Locality_349,Independent House,2.0,1887.0,216.77,0.11,2013.0,Unfurnished,4.0,2.0,12.0,9.0,7.0,Medium,No,Yes,"Clubhouse, Garden, Pool",East,Broker,Ready_to_Move
115622,Odisha,Cuttack,Locality_419,Apartment,3.0,4141.0,326.89,0.08,2008.0,Unfurnished,27.0,3.0,17.0,1.0,10.0,High,No,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Broker,Ready_to_Move
189997,Haryana,Gurgaon,Locality_435,Villa,4.0,4362.0,376.7,0.09,2005.0,Furnished,28.0,23.0,20.0,3.0,5.0,Low,No,Yes,"Playground, Garden",North,Builder,Ready_to_Move
154037,Telangana,Hyderabad,Locality_373,Independent House,2.0,3968.0,45.54,0.01,1995.0,Semi-furnished,0.0,27.0,30.0,7.0,2.0,High,No,No,"Garden, Clubhouse, Playground, Gym",West,Owner,Ready_to_Move
162756,Delhi,New Delhi,Locality_9,Villa,5.0,4866.0,215.27,0.04,2003.0,Semi-furnished,17.0,29.0,22.0,6.0,4.0,Low,Yes,No,"Pool, Clubhouse, Playground, Gym",West,Broker,Under_Construction
76690,Haryana,Faridabad,Locality_414,Independent House,5.0,4511.0,98.68,0.02,1992.0,Furnished,15.0,27.0,33.0,5.0,3.0,Medium,Yes,Yes,Clubhouse,South,Broker,Ready_to_Move
103431,Assam,Guwahati,Locality_262,Villa,3.0,2375.0,265.66,0.11,2018.0,Unfurnished,20.0,7.0,7.0,4.0,2.0,High,No,No,"Pool, Garden",North,Builder,Ready_to_Move
103696,Andhra Pradesh,Vijayawada,Locality_4,Villa,2.0,2020.0,417.41,0.21,1997.0,Unfurnished,20.0,6.0,28.0,1.0,1.0,High,Yes,No,Clubhouse,North,Broker,Ready_to_Move
210974,Rajasthan,Jodhpur,Locality_348,Independent House,3.0,3128.0,211.33,0.07,2013.0,Unfurnished,0.0,19.0,12.0,1.0,4.0,Medium,Yes,No,"Clubhouse, Gym, Playground, Pool",West,Broker,Under_Construction
44966,Delhi,Dwarka,Locality_463,Villa,4.0,1578.0,133.02,0.08,2000.0,Furnished,13.0,12.0,25.0,2.0,8.0,Low,No,Yes,"Clubhouse, Garden",West,Builder,Under_Construction
160210,Haryana,Faridabad,Locality_368,Villa,1.0,3714.0,33.83,0.01,2019.0,Furnished,16.0,9.0,6.0,7.0,8.0,High,No,Yes,"Garden, Clubhouse",East,Builder,Under_Construction
133846,Andhra Pradesh,Vishakhapatnam,Locality_343,Villa,4.0,3167.0,28.29,0.01,2013.0,Semi-furnished,0.0,2.0,12.0,3.0,1.0,High,No,No,Clubhouse,West,Owner,Under_Construction
83004,Telangana,Warangal,Locality_449,Villa,5.0,2563.0,330.17,0.13,2015.0,Furnished,9.0,19.0,10.0,1.0,8.0,Low,No,No,Garden,South,Builder,Under_Construction
105747,Uttarakhand,Haridwar,Locality_429,Independent House,4.0,4935.0,119.72,0.02,2000.0,Semi-furnished,18.0,5.0,25.0,6.0,2.0,Medium,Yes,Yes,"Pool, Clubhouse, Playground",North,Builder,Ready_to_Move
34482,Gujarat,Ahmedabad,Locality_499,Apartment,2.0,4075.0,394.22,0.1,2021.0,Unfurnished,12.0,14.0,4.0,3.0,8.0,Low,No,Yes,"Gym, Clubhouse, Garden, Playground",West,Builder,Ready_to_Move
178070,Tamil Nadu,Chennai,Locality_400,Independent House,4.0,4442.0,393.28,0.09,2000.0,Unfurnished,4.0,4.0,25.0,2.0,10.0,Medium,Yes,Yes,"Garden, Pool, Playground",North,Broker,Under_Construction
178549,Jharkhand,Jamshedpur,Locality_379,Villa,4.0,2789.0,303.59,0.11,2022.0,Unfurnished,30.0,24.0,3.0,7.0,9.0,High,No,No,"Garden, Gym, Playground",South,Owner,Under_Construction
85355,Jharkhand,Jamshedpur,Locality_70,Villa,2.0,2566.0,475.08,0.19,2012.0,Semi-furnished,26.0,11.0,13.0,4.0,9.0,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Gym",North,Broker,Under_Construction
33080,West Bengal,Durgapur,Locality_260,Apartment,5.0,2375.0,210.27,0.09,2004.0,Furnished,11.0,23.0,21.0,4.0,5.0,High,Yes,No,"Gym, Clubhouse, Playground, Pool",East,Owner,Ready_to_Move
32703,Gujarat,Surat,Locality_378,Apartment,3.0,3404.0,323.82,0.1,2020.0,Semi-furnished,8.0,28.0,5.0,1.0,6.0,Medium,Yes,Yes,"Playground, Pool, Garden",South,Owner,Under_Construction
109369,Telangana,Warangal,Locality_207,Apartment,2.0,538.0,492.08,0.91,1996.0,Semi-furnished,11.0,5.0,29.0,6.0,2.0,High,No,No,"Pool, Garden, Gym, Clubhouse",East,Owner,Ready_to_Move
234730,Tamil Nadu,Chennai,Locality_277,Apartment,4.0,4075.0,271.72,0.07,2011.0,Furnished,28.0,13.0,14.0,5.0,7.0,High,No,Yes,"Clubhouse, Pool",West,Builder,Ready_to_Move
218399,Karnataka,Mangalore,Locality_91,Apartment,4.0,1005.0,44.84,0.04,2023.0,Semi-furnished,6.0,12.0,2.0,6.0,3.0,High,No,Yes,"Clubhouse, Pool, Playground, Garden",West,Broker,Under_Construction
119395,Kerala,Kochi,Locality_433,Apartment,1.0,4638.0,389.6,0.08,2022.0,Semi-furnished,4.0,14.0,3.0,4.0,9.0,High,Yes,No,Garden,South,Broker,Ready_to_Move
74435,West Bengal,Durgapur,Locality_14,Apartment,5.0,4025.0,68.43,0.02,1990.0,Furnished,2.0,15.0,35.0,10.0,9.0,Medium,Yes,Yes,"Playground, Gym, Garden, Clubhouse, Pool",North,Builder,Ready_to_Move
182885,Gujarat,Ahmedabad,Locality_136,Independent House,4.0,1979.0,170.01,0.09,1996.0,Semi-furnished,24.0,6.0,29.0,6.0,7.0,Medium,No,No,Pool,North,Broker,Under_Construction
189298,Karnataka,Bangalore,Locality_189,Apartment,1.0,1271.0,397.78,0.31,2015.0,Furnished,22.0,24.0,10.0,10.0,2.0,High,No,No,"Pool, Garden, Clubhouse",East,Owner,Ready_to_Move
41068,Punjab,Amritsar,Locality_65,Independent House,3.0,606.0,23.32,0.04,2002.0,Furnished,13.0,11.0,23.0,10.0,7.0,Medium,No,No,"Clubhouse, Playground",West,Builder,Under_Construction
90056,Bihar,Gaya,Locality_151,Independent House,3.0,2689.0,383.75,0.14,1998.0,Semi-furnished,5.0,28.0,27.0,10.0,2.0,High,No,No,"Garden, Clubhouse, Pool, Playground, Gym",South,Broker,Ready_to_Move
178222,Jharkhand,Ranchi,Locality_443,Apartment,4.0,711.0,110.41,0.16,2009.0,Furnished,25.0,3.0,16.0,9.0,1.0,Low,Yes,Yes,"Pool, Garden, Gym",North,Builder,Ready_to_Move
65883,Haryana,Gurgaon,Locality_199,Independent House,4.0,2929.0,82.89,0.03,1991.0,Semi-furnished,17.0,3.0,34.0,4.0,8.0,High,Yes,No,Clubhouse,East,Broker,Ready_to_Move
75741,Maharashtra,Pune,Locality_61,Villa,5.0,3540.0,76.05,0.02,1994.0,Furnished,12.0,16.0,31.0,4.0,4.0,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden",East,Owner,Ready_to_Move
150229,Odisha,Bhubaneswar,Locality_247,Independent House,1.0,4033.0,274.69,0.07,2017.0,Furnished,30.0,28.0,8.0,3.0,2.0,Medium,Yes,No,"Gym, Pool, Clubhouse, Playground",West,Owner,Ready_to_Move
216096,Haryana,Gurgaon,Locality_189,Apartment,4.0,2235.0,262.38,0.12,1991.0,Unfurnished,9.0,19.0,34.0,6.0,1.0,Medium,No,No,Garden,North,Broker,Under_Construction
70117,Gujarat,Surat,Locality_273,Villa,5.0,2031.0,472.38,0.23,2005.0,Semi-furnished,9.0,8.0,20.0,6.0,8.0,Medium,No,Yes,"Garden, Pool, Playground, Clubhouse",North,Broker,Under_Construction
160010,Maharashtra,Pune,Locality_156,Villa,3.0,2450.0,304.47,0.12,1996.0,Unfurnished,30.0,26.0,29.0,8.0,5.0,Medium,Yes,No,"Gym, Garden, Clubhouse",South,Owner,Ready_to_Move
176025,Delhi,Dwarka,Locality_278,Villa,1.0,1350.0,65.28,0.05,2004.0,Furnished,26.0,8.0,21.0,7.0,8.0,Low,Yes,Yes,"Playground, Pool",East,Builder,Ready_to_Move
212053,Gujarat,Ahmedabad,Locality_110,Apartment,4.0,4932.0,143.27,0.03,2022.0,Semi-furnished,4.0,5.0,3.0,10.0,6.0,Medium,Yes,Yes,Playground,East,Broker,Under_Construction
162531,Assam,Silchar,Locality_188,Independent House,5.0,4251.0,136.55,0.03,2000.0,Semi-furnished,3.0,26.0,25.0,8.0,9.0,High,Yes,No,"Playground, Clubhouse, Garden, Pool",South,Owner,Under_Construction
78024,Tamil Nadu,Chennai,Locality_285,Villa,3.0,1565.0,458.15,0.29,2010.0,Unfurnished,21.0,20.0,15.0,9.0,6.0,Medium,No,Yes,Garden,South,Broker,Under_Construction
146042,Rajasthan,Jodhpur,Locality_73,Villa,5.0,4776.0,86.51,0.02,2023.0,Furnished,15.0,6.0,2.0,5.0,7.0,High,Yes,No,Clubhouse,South,Owner,Under_Construction
175602,Assam,Silchar,Locality_198,Apartment,4.0,831.0,139.25,0.17,1995.0,Furnished,28.0,20.0,30.0,6.0,7.0,Low,No,No,"Playground, Pool, Gym",West,Builder,Under_Construction
30305,Punjab,Amritsar,Locality_98,Independent House,1.0,4289.0,295.21,0.07,2006.0,Semi-furnished,27.0,14.0,19.0,2.0,2.0,High,Yes,Yes,Gym,East,Broker,Ready_to_Move
86105,Maharashtra,Nagpur,Locality_333,Villa,1.0,2381.0,107.78,0.05,1999.0,Furnished,21.0,25.0,26.0,7.0,6.0,Low,No,No,"Clubhouse, Playground, Pool, Gym",North,Broker,Ready_to_Move
82372,Bihar,Gaya,Locality_141,Villa,1.0,3311.0,388.95,0.12,1995.0,Unfurnished,1.0,4.0,30.0,8.0,7.0,Medium,Yes,No,Playground,West,Broker,Ready_to_Move
82941,Kerala,Trivandrum,Locality_204,Apartment,5.0,4786.0,28.24,0.01,2023.0,Unfurnished,23.0,17.0,2.0,9.0,1.0,Medium,Yes,Yes,"Garden, Gym, Playground, Pool",West,Broker,Ready_to_Move
231517,Chhattisgarh,Raipur,Locality_247,Independent House,3.0,1182.0,339.78,0.29,1990.0,Furnished,4.0,7.0,35.0,8.0,10.0,Low,Yes,Yes,"Gym, Clubhouse, Playground",South,Owner,Under_Construction
34191,West Bengal,Durgapur,Locality_396,Independent House,1.0,583.0,169.6,0.29,2007.0,Furnished,26.0,29.0,18.0,4.0,4.0,Medium,Yes,Yes,Gym,East,Builder,Ready_to_Move
168961,Odisha,Cuttack,Locality_13,Apartment,3.0,548.0,286.88,0.52,2002.0,Unfurnished,22.0,4.0,23.0,1.0,10.0,High,No,Yes,"Pool, Clubhouse, Playground, Gym, Garden",South,Broker,Ready_to_Move
197498,Delhi,New Delhi,Locality_40,Villa,5.0,2092.0,179.84,0.09,2001.0,Furnished,12.0,9.0,24.0,6.0,10.0,Medium,No,Yes,Gym,East,Owner,Ready_to_Move
15414,Telangana,Warangal,Locality_93,Apartment,1.0,818.0,391.8,0.48,1995.0,Semi-furnished,21.0,26.0,30.0,9.0,7.0,Medium,No,Yes,Clubhouse,North,Owner,Under_Construction
222220,Jharkhand,Ranchi,Locality_375,Independent House,4.0,4683.0,74.88,0.02,2016.0,Semi-furnished,2.0,5.0,9.0,8.0,3.0,Low,Yes,Yes,"Garden, Pool, Playground, Gym",North,Builder,Ready_to_Move
39643,Bihar,Patna,Locality_492,Independent House,4.0,2459.0,273.63,0.11,2015.0,Semi-furnished,8.0,22.0,10.0,6.0,10.0,Low,No,Yes,Garden,West,Owner,Under_Construction
